,Palabras,+Women,+Women (valores),+Men,+Men (valores),+Tokio,+Tokio (valores),+Japan,+Japan (valores)
24605,reach,Finishing_touches,0.5051116943359375,Finishing_touches,0.48717001080513,Finishing_touches,0.43902307748794556,South_Korea,0.3977273106575012
24606,reached,Basque_Country,0.6148343086242676,Basque_Country,0.6172449588775635,Catalonian,0.5241135358810425,Basque_Country,0.6048361659049988
24607,reaches,registry,0.6020232439041138,registry,0.5705523490905762,registry,0.45528551936149597,registry,0.5247596502304077
24608,reaching,gunshots,0.6603004932403564,gunshots,0.6578662395477295,gunshots,0.5767523050308228,gunshots,0.5181556940078735
24609,react,ChimeriVax_West,0.5099582672119141,Nile_silks,0.46537089347839355,Nile_silks,0.43605944514274597,Egypt,0.526579737663269
24610,reacted,goalkeeper,0.5501275062561035,shotstopper,0.6064781546592712,keeper,0.4702911674976349,keeper_Brad_Friedel,0.4739728569984436
24611,reacting,antidoping,0.7007814049720764,antidoping,0.6790931224822998,antidoping,0.5011209845542908,antidoping,0.6411473155021667
24612,reaction,hot_spots,0.6921918392181396,hot_spots,0.6948010921478271,hotspot,0.5949522256851196,hot_spots,0.6065604090690613
24613,reactions,ORLANDO,0.6900491714477539,ORLANDO,0.7312014698982239,ORLANDO,0.580342173576355,RALEIGH_NC,0.6107295751571655
24614,reactive,Woven,0.6056045293807983,interwoven,0.5713069438934326,intricately_woven,0.5043991804122925,interwoven,0.44729286432266235
24615,reactor,landlines,0.6893105506896973,landlines,0.6753283739089966,landlines,0.5188243389129639,landlines,0.6154718995094299
24616,reactors,Certified_Counselor,0.4931201934814453,IIAC,0.4458235204219818,LMC,0.40762877464294434,Canada,0.45392465591430664
24617,reacts,freeze,0.6215116381645203,freeze,0.6873539686203003,freeze,0.49037808179855347,freeze,0.597074031829834
24618,read,-----_To,0.5229339599609375,END_Dow_Jones_Newswires,0.5125517845153809,Bucyrus_OH,0.48521560430526733,http://www.japantimes.co.jp/,0.46572384238243103
24619,reader,TTNET_™,0.420382559299469,TTNET_™,0.5114656686782837,Gunna,0.39170676469802856,Sweden,0.4237338900566101
24620,reader_interaction_discussion,Ordoñez,0.5685437917709351,Reyes,0.6430642604827881,Pillado,0.5639656782150269,Philippines,0.5463259220123291
24621,readers,ethically,0.6248801946640015,Morally,0.5850562453269958,Morally,0.4748059809207916,ethically_repugnant,0.5184106230735779
24622,readership,interviewers,0.6267679333686829,questioner,0.5439704656600952,interviewee,0.44523292779922485,interviewers,0.5229101777076721
24623,readily,flatly,0.5525940656661987,unequivocally,0.5225540399551392,Emphatically,0.42125219106674194,flatly,0.4876288175582886
24624,readily_available,Hollingsworth,0.5588793754577637,Bailey,0.6182844638824463,Simpers,0.4960502088069916,Bailey,0.5120434165000916
24625,readiness,austerity,0.6525518894195557,austerity,0.6505563259124756,austerity_package,0.5108801126480103,austerity,0.6001231074333191
24626,reading,flower,0.6591951251029968,flower,0.5755519270896912,Floral,0.5418017506599426,flower,0.5086684823036194
24627,readings,Manu_Ginobili,0.5868943333625793,Manu_Ginobili,0.6826985478401184,Manu_Ginobili,0.4521195590496063,Manu_Ginobili,0.5959140062332153
24628,reads,Mr_Teo_Ser,0.5293890237808228,Mr_Teo_Ser,0.5028941631317139,Sheza,0.43099528551101685,Mr_Teo_Ser,0.4431190490722656
24629,ready,vibrations,0.6424843668937683,vibrations,0.6036601662635803,vibrations,0.5623234510421753,stiction,0.4928366541862488
24630,reaffirm,dry,0.535444974899292,dry,0.5529465675354004,Vacu,0.5055904984474182,dry,0.4513840079307556
24631,reaffirmed,fighter_jets,0.6033315658569336,fighter_bombers,0.6441583037376404,fighter_bombers,0.5017219185829163,fighter_jets,0.5611217021942139
24632,real,soap_operas,0.5973397493362427,drama,0.5364878177642822,primetime_soap,0.4778294563293457,daytime_soap_operas,0.45935821533203125
24633,real_estate,JPY,0.6265971064567566,JPY,0.578130841255188,JPY,0.46023958921432495,yen,0.5931088924407959
24634,realignment,funnels,0.577329695224762,funnels,0.5814229846000671,funnels,0.4738442897796631,funneling,0.4971095323562622
24635,realism,tryouts,0.671708345413208,tryouts,0.6504780054092407,tryouts,0.5681563019752502,tryouts,0.530498743057251
24636,realistic,please_visit_www.autodesk.com,0.494548499584198,NASDAQ_ADSK,0.543164074420929,SolidWorks,0.43380218744277954,NASDAQ_ADSK,0.5041903257369995
24637,realistically,ovarian_cancer,0.7584203481674194,prostate_cancer,0.6683399677276611,colon_cancer,0.525282621383667,cancer,0.6133530139923096
24638,realities,chargeoffs,0.6678432822227478,nonperforming_assets,0.6857247352600098,nonperforming_assets,0.554776132106781,net_chargeoffs,0.5825852751731873
24639,reality,Itar_Tass,0.7316123247146606,Itar_Tass,0.7361372709274292,Itar_Tass,0.6033321619033813,Interfax,0.6256523728370667
24640,realization,maxes,0.43569284677505493,FFA_CIF,0.5316775441169739,FFA_CIF,0.43339693546295166,maxing,0.38145560026168823
24641,realize,RPGs,0.6795377731323242,RPGs,0.6601721048355103,RPGs,0.5101549625396729,RPGs,0.6066417694091797
24642,realized,fame,0.5706316232681274,fame,0.5778971910476685,fame,0.5029418468475342,prominence,0.48214074969291687
24643,realizes,National_Rifle_Association,0.6570895314216614,National_Rifle_Association,0.6380836367607117,National_Rifle_Association,0.5051530003547668,National_Rifle_Association,0.5746363997459412
24644,realizing,swaths,0.6624469757080078,swathe,0.6325172185897827,swaths,0.5069716572761536,wide_swath,0.561585545539856
24645,really,commandos,0.5082273483276367,armed,0.5584375858306885,helicopters_strafed,0.4468481242656708,pirate_gangs,0.4733649492263794
24646,realm,mineral,0.5110611319541931,Mining,0.4511527717113495,Anamax,0.45688188076019287,seaborne_coking_coal,0.4102405309677124
24647,reap,Sweepstakes,0.613219141960144,Sweepstakes,0.5982731580734253,Sweepstakes,0.5578927397727966,Sweepstakes,0.4546884596347809
24648,reaped,evacuate,0.6654360294342041,evacuate,0.6348031759262085,evacuate,0.5396813154220581,evacuate,0.5426512360572815
24649,reaping,Promina,0.5232126712799072,Suncorp,0.49721282720565796,HHG,0.41834139823913574,Australia,0.5137979388237
24650,rear,Pugh,0.5073182582855225,Smith,0.5470001697540283,Wolton,0.4830358624458313,Jones,0.5043847560882568
24651,reason,Sierra_Leoneans,0.7000628113746643,Nigerians,0.7169121503829956,Sierra_Leoneans,0.5354203581809998,Nigerians,0.6426247954368591
24652,reasonable,marginalized,0.5470621585845947,disenchanted,0.6156451106071472,alienating,0.45006364583969116,disenchanted,0.5040723085403442
24653,reasonably,Keyed,0.4791159927845001,keying,0.5745934844017029,Keyed,0.446418434381485,keying,0.4478793144226074
24654,reasoned,strained,0.5858020186424255,strained,0.5935211181640625,strained,0.42890647053718567,strained,0.5478026866912842
24655,reasoning,disseminating,0.5671658515930176,disseminating,0.5430532693862915,disseminating,0.4655870795249939,influenza_pandemic_preparedness,0.4633047878742218
24656,reasons,bothersome,0.4534482955932617,peskier,0.5232067704200745,buzzin,0.3888814449310303,peskier,0.439522922039032
24657,reassess,uncanny_resemblance,0.5595368146896362,uncanny_resemblance,0.6151751279830933,uncanny_resemblance,0.5234140157699585,similarity,0.4748302400112152
24658,reassigned,Asks,0.7292912006378174,Wants,0.7555903196334839,Asks,0.6205966472625732,Wants,0.5971493721008301
24659,reassurance,summarizes,0.6590384840965271,summarizes,0.6102732419967651,summarizes,0.5131069421768188,summarizes,0.5426434278488159
24660,reassure,spit,0.5725694298744202,spit,0.5747546553611755,spit,0.48012250661849976,spit,0.4737343192100525
24661,reassured,instructing,0.5853680968284607,instructing,0.5858836770057678,instructs,0.5197086334228516,instructing,0.4592038094997406
24662,reassuring,shortlisted,0.6679545640945435,shortlisted,0.5809600949287415,shortlisted,0.4998653531074524,shortlists,0.5433913469314575
24663,rebate,minimal,0.5934314131736755,minimal,0.5781580209732056,minimal,0.4652950167655945,minuscule,0.5214709043502808
24664,rebates,choreography,0.654941201210022,Choreographed,0.6214051842689514,Choreographed,0.5764531493186951,choreography,0.4950806796550751
24665,rebel,Evgeni_Malkin,0.6202748417854309,Ovechkin,0.6111482977867126,Evgeni_Malkin,0.4542624354362488,Ovechkin,0.5845421552658081
24666,rebellion,Edible,0.5540810227394104,inedible,0.5183857679367065,Elephant_Ear,0.4676198959350586,inedible,0.4531051516532898
24667,rebellious,Sheboygan,0.688592791557312,Sheboygan,0.7162727117538452,Sheboygan,0.6159101724624634,Sheboygan,0.5499627590179443
24668,rebels,Ashelford,0.4854067265987396,Nigel_Spink,0.4692203104496002,Scharine,0.4686654508113861,South_Korea,0.41778767108917236
24669,rebirth,Colonels,0.5356063842773438,Colonels,0.5249776840209961,Grenadiers,0.4460168182849884,Colonels,0.46244823932647705
24670,rebound,Soothing,0.5964578986167908,calming,0.6479536294937134,Soothing,0.48917877674102783,calming,0.5633653402328491
24671,rebounded,holidays,0.5371931791305542,Holiday,0.6169288158416748,Holiday,0.4578280448913574,holidays,0.5288000106811523
24672,rebounding,Duckling,0.49926039576530457,Quacker,0.4871875047683716,Quacker,0.46607649326324463,Ducks,0.4159397482872009
24673,rebounds,tranches,0.6520555019378662,tranches,0.5698301792144775,tranches,0.48416951298713684,tranches,0.533179759979248
24674,rebuffed,boyfriend,0.7258316278457642,ex_girlfriend,0.7047330141067505,boyfriend,0.6239093542098999,ex_girlfriend,0.5333696007728577
24675,rebuild,Arcelor,0.6014930605888367,Lakshmi_Mittal,0.6471792459487915,Mittal_Steel,0.5240686535835266,India,0.5368176102638245
24676,rebuilding,#.##m,0.6802407503128052,#.##m,0.6757698059082031,#.##m,0.5726300477981567,#.##m,0.5567625761032104
24677,rebuilt,Legarda,0.4980965852737427,Copley_Fairlawn_Superintendent,0.4530929923057556,Edgar_Allan,0.47027963399887085,Aquino,0.43998804688453674
24678,rebuke,vintage,0.557183027267456,vintage,0.5830616354942322,Haberdashery,0.5174601078033447,vintage,0.4599180817604065
24679,recall,Chris_Gregoire,0.6816420555114746,Gov._Christine_Gregoire,0.5843918323516846,Rep._Lyle_Koenen,0.40765318274497986,Chris_Gregoire,0.663234531879425
24680,recalled,wintertime,0.6248487234115601,summer,0.5994664430618286,wintertime,0.49788278341293335,summer,0.5204154253005981
24681,recalling,lpatterson@sc.rr.com,0.4463403522968292,DrugAlcoholNews.com,0.3823740482330322,Davey_Uptown,0.3652801215648651,Yasuo_Yamamoto_senior,0.39696720242500305
24682,recalls,Dorothy,0.5795807838439941,Ernie,0.6495641469955444,Ernie,0.5598700642585754,Ken,0.46657657623291016
24683,recap,Mathematics,0.6367464065551758,Mathematics,0.6168323159217834,Mathematics,0.5654788017272949,math,0.5502839088439941
24684,recapture,Usually,0.5464457273483276,Of_course,0.6022019386291504,Presently,0.4423525929450989,Of_course,0.4997113347053528
24685,receipt,gamers,0.6583056449890137,gamers,0.6059869527816772,hardcore_gamer,0.49513760209083557,gamers,0.5678743124008179
24686,receipts,luminance,0.6606313586235046,luminance,0.6190907955169678,luminance,0.5294898748397827,backlight,0.5540829300880432
24687,receivables,nurses,0.6669814586639404,nurses,0.5477778911590576,nurses,0.4821598529815674,nurses,0.5329146981239319
24688,receive,Toys,0.5989750623703003,Toys,0.5482161045074463,Sporting_Goods_Store,0.5090618133544922,toy,0.48325788974761963
24689,received,narrow_confines,0.4948994219303131,cozy_confines,0.49064308404922485,claustrophobic_confines,0.452271968126297,narrow_confines,0.4429655969142914
24690,receiver,Prime_Ministers,0.6587104797363281,Prime_Ministers,0.7033804059028625,Prime_Ministers,0.5473058223724365,prime_minister,0.5972386598587036
24691,receivers,honoree,0.6475036144256592,inductees,0.6229727864265442,honoree,0.5286353826522827,honoree,0.5031342506408691
24692,receives,carrot,0.6146641373634338,carrot,0.6554384231567383,kale,0.5087659358978271,carrot,0.5669311285018921
24693,receiving,O'Flynn,0.5557838678359985,Keane,0.5667374730110168,O'Tooles,0.4848969578742981,Cahill,0.5381631851196289
24694,recent,mocked,0.6772318482398987,mocked,0.7253041863441467,mocked,0.5535596013069153,mocked,0.6127484440803528
24695,recently,counter_productive,0.6953787803649902,counter_productive,0.7445031404495239,counter_productive,0.5793098211288452,counter_productive,0.6181493997573853
24696,reception,coterie,0.4922759532928467,coterie,0.5241922736167908,coterie,0.4481319189071655,cadres,0.44438689947128296
24697,receptionist,lap,0.6810041069984436,lap,0.6421843767166138,lap,0.5534882545471191,lap,0.5482441782951355
24698,receptions,plea_bargains,0.5974394083023071,guilty_plea,0.6179523468017578,plea,0.4923665523529053,plea_bargains,0.5341621041297913
24699,receptive,construct,0.572556734085083,erected,0.5901708602905273,erected,0.5522401332855225,erecting,0.445018470287323
24700,recess,Driscoll,0.5305547714233398,McCarthy,0.5449846386909485,Heslin,0.49796050786972046,Cahill,0.45911556482315063
24701,recession,inflation_pressures,0.7743997573852539,inflationary_pressure,0.764681339263916,inflationary_pressure,0.5841842889785767,inflationary_pressure,0.6786847710609436
24702,recessions,Pacers,0.6600204706192017,Pacers,0.6944195032119751,Pacers,0.5413568019866943,Detroit_Pistons,0.6150648593902588
24703,recharge,Relative_Strength_Indicator,0.5585225224494934,MACD,0.5435540676116943,4_hrly,0.4357842206954956,somewhat_overbought_suggesting,0.47342830896377563
24704,recipe,projectors,0.6851375102996826,projectors,0.652016282081604,projectors,0.5364786386489868,projectors,0.5764414072036743
24705,recipes,awoken,0.6891143918037415,awoken,0.7092152833938599,awoken,0.6101241111755371,awoken,0.5527675747871399
24706,recipient,Rock_Band,0.6309233903884888,Activision_Guitar_Hero,0.6685152649879456,Activision_Guitar_Hero,0.4985637068748474,Activision_Guitar_Hero,0.5541099309921265
24707,recipients,Orlando_Magic,0.6538233757019043,Orlando_Magic,0.6220057606697083,Orlando_Magic,0.47955167293548584,Orlando_Magic,0.5780800580978394
24708,reckless,dressed,0.6143829822540283,Clad,0.6437984704971313,Clad,0.565786600112915,Wearing,0.5150818824768066
24709,reckless_driving,Juárez,0.5626943111419678,Laredo,0.5054816603660583,Salado_Creek,0.5350189208984375,Mexico,0.6116242408752441
24710,reckon,"#,#",0.6485214829444885,"#,#",0.7448768615722656,"###,#",0.557172954082489,"#,#",0.6072577238082886
24711,reckoned,Jeanguenat,0.41444504261016846,Bosevski,0.39429885149002075,Fiorella_Jack,0.4040764570236206,Cahill,0.3774833679199219
24712,reckoning,Dana_Point,0.6620926856994629,Huntington_Beach,0.5997323989868164,Costa_Mesa,0.5001888871192932,Dana_Point,0.5492307543754578
24713,reckons,composted,0.6595154404640198,composting,0.6456104516983032,Compost,0.575080394744873,composting,0.5245076417922974
24714,reclaim,Rocklin,0.6247707009315491,Rocklin,0.632502555847168,Rocklin,0.5055071115493774,Rocklin,0.5416948795318604
24715,reclaimed,Art_Gallery,0.5619805455207825,Art_Musuem,0.6035651564598083,Art_Musuem,0.5856969952583313,Directors_AAMD,0.4361475110054016
24716,reclamation,midfielder,0.633057177066803,attacking_midfielders,0.6999639272689819,midfield,0.5799461603164673,attacking_midfielders,0.5611045360565186
24717,reclusive,exportation,0.6284213066101074,importing,0.6405735015869141,exportation,0.4802384376525879,importing,0.5804290771484375
24718,recognition,outwards,0.5800862312316895,outwards,0.536753237247467,outwards,0.4683884382247925,inward,0.5318154096603394
24719,recognizable,wheelchair,0.6432921886444092,wheelchair,0.5936717987060547,wheelchairs_walkers_canes,0.4850475788116455,wheelchair,0.5449329614639282
24720,recognize,bankruptcy,0.6873583793640137,bankruptcy,0.6184637546539307,bankruptcy,0.5276271104812622,bankruptcy,0.5605056285858154
24721,recognized,scoreless_innings,0.5871031284332275,scoreless,0.6039329767227173,struckout,0.48634207248687744,scoreless_innings,0.5004220604896545
24722,recognizes,adjustable_mortgages,0.6390746831893921,ARMs,0.6221746206283569,ARMs,0.45849645137786865,ARMs,0.5704549551010132
24723,recognizing,interpret,0.6209853887557983,interpret,0.5593820810317993,interpret,0.5078848600387573,overinterpreting,0.47813573479652405
24724,recollection,1TB,0.7233164310455322,##GB,0.7394973635673523,1TB,0.6405825018882751,##GB,0.6358932852745056
24725,recommend,banned_Muslim_Brotherhood,0.6218379735946655,banned_Muslim_Brotherhood,0.6184001564979553,Brotherhood,0.5003879070281982,banned_Muslim_Brotherhood,0.5989107489585876
24726,recommendation,combatant,0.5527236461639404,combatant,0.5835758447647095,combatant,0.4832688570022583,combatant,0.464036226272583
24727,recommendations,Japantown,0.5304373502731323,Koreatown,0.48978495597839355,Cortelyou_Road,0.5073710083961487,Hong_Kong,0.5216647386550903
24728,recommended,underaged_drinking,0.617095947265625,underage_drinkers,0.6423558592796326,underaged_drinking,0.5275260210037231,binge_drinking,0.5357339382171631
24729,recommending,Billie,0.5059821009635925,Willie,0.5745543837547302,Clois,0.48445266485214233,McLean_edmontonjournal.com,0.4039761424064636
24730,recommends,Sarah,0.7040553092956543,Brendan,0.6296566724777222,Brigid,0.5739406943321228,Sarah,0.5718563199043274
